"genus","species","authority","year"
"Lampropeltis","abnorma","BOCOURT",1886
"Lampropeltis","alterna","BROWN",1901
"Lampropeltis","annulata","KENNICOTT",1860
"Lampropeltis","californiae","BLAINVILLE",1835
"Lampropeltis","calligaster","HARLAN",1827
"Lampropeltis","catalinensis","VAN DENBURGH & SLEVIN",1921
"Lampropeltis","elapsoides","HOLBROOK",1838
"Lampropeltis","extenuata","BROWN",1890
"Lampropeltis","gentilis","BAIRD & GIRARD",1853
"Lampropeltis","getula","LINNAEUS",1766
"Lampropeltis","greeri","WEBB",1961
"Lampropeltis","holbrooki","STEJNEGER",1902
"Lampropeltis","knoblochi","TAYLOR",1940
"Lampropeltis","leonis","GUNTHER",1893
"Lampropeltis","mexicana","GARMAN",1884
"Lampropeltis","micropholis","COPE",1860
"Lampropeltis","nigra","YARROW",1882
"Lampropeltis","polyzona","COPE",1860
"Lampropeltis","pyromelana","COPE",1866
"Lampropeltis","ruthveni","BLANCHARD",1920
"Lampropeltis","splendida","BAIRD & GIRARD",1853
"Lampropeltis","triangulum","LACEPEDE",1789
"Lampropeltis","webbi","BRYSON DIXON & LAZCANO",2005
"Lampropeltis","zonata","LOCKINGTON",1835
"Lamprophis","abyssinicus","MOCQUARD",1906
"Lamprophis","aurora","LINNAEUS",1758
"Lamprophis","erlangeri","STERNFELD",1908
"Lamprophis","fiskii","BOULENGER",1887
"Lamprophis","fuscus","BOULENGER",1893
"Lamprophis","geometricus","SCHLEGEL",1837
"Lamprophis","guttatus","SMITH",1843
"Lampropholis","adonis","INGRAM",1991
"Lampropholis","amicula","INGRAM & RAWLINSON",1981
"Lampropholis","bellendenkerensis","SINGHAL HOSKIN COUPER POTTER & MORITZ",2018
"Lampropholis","caligula","INGRAM & RAWLINSON",1981
"Lampropholis","coggeri","INGRAM",1991
"Lampropholis","colossus","INGRAM",1991
"Lampropholis","couperi","INGRAM",1991
"Lampropholis","delicata","DE VIS",1888
"Lampropholis","elliotensis","SINGHAL HOSKIN COUPER POTTER & MORITZ",2018
"Lampropholis","elongata","GREER",1997
"Lampropholis","guichenoti","DUMERIL & BIBRON",1839
"Lampropholis","mirabilis","INGRAM & RAWLINSON",1981
"Lampropholis","robertsi","INGRAM",1991
"Lampropholis","similis","SINGHAL HOSKIN COUPER POTTER & MORITZ",2018
"Langaha","alluaudi","MOCQUARD",1901
"Langaha","madagascariensis","BONATERRE",1790
"Langaha","pseudoalluaudi","DOMERGUE",1988
"Lankascincus","deignani","TAYLOR",1950
"Lankascincus","dorsicatenatus","DERANIYAGALA",1953
"Lankascincus","fallax","PETERS",1860
"Lankascincus","gansi","GREER",1991
"Lankascincus","greeri","BATUWITA & PETHIYAGODA",2007
"Lankascincus","megalops","ANNANDALE",1906
"Lankascincus","sripadensis","MENDIS WICKRAMASINGHE RODRIGO DAYAWANSA & JAYANTHA",2007
"Lankascincus","taprobanensis","KELAART",1854
"Lankascincus","taylori","GREER",1991
"Lanthanotus","borneensis","STEINDACHNER",1878
"Larutia","kecil","FUKUYAMA HIKIDA HOSSMAN & NISHIKAWA",2019
"Larutia","larutensis","BOULENGER",1900
"Larutia","miodactyla","BOULENGER",1903
"Larutia","nubisilvicola","CHAN-ARD COTA MAKCHAI & LHAOTAEW",2011
"Larutia","penangensis","GRISMER HUAT SILER CHAN WOOD GRISMER SAH & AHMAD",2011
"Larutia","puehensis","GRISMER LEONG & YAAKOB",2003
"Larutia","seribuatensis","GRISMER LEONG & YAAKOB",2003
"Larutia","sumatrensis","BLEEKER",1860
"Larutia","trifasciata","TWEEDIE",1940
"Latastia","boscai","BEDRIAGA",1884
"Latastia","caeruleopunctata","PARKER",1935
"Latastia","cherchii","ARILLO BALLETTO & SPANO",1967
"Latastia","doriai","BEDRIAGA",1884
"Latastia","johnstonii","BOULENGER",1907
"Latastia","longicaudata","REUSS",1834
"Latastia","ornata","MONARD",1940
"Latastia","petersiana","MERTENS",1938
"Latastia","siebenrocki","TORNIER",1905
"Latastia","taylori","PARKER",1942
"Laticauda","colubrina","SCHNEIDER",1799
"Laticauda","crockeri","SLEVIN",1934
"Laticauda","frontalis","DE VIS",1905
"Laticauda","guineai","HEATWOLE BUSACK & COGGER",2005
"Laticauda","laticaudata","LINNAEUS",1758
"Laticauda","saintgironsi","COGGER & HEATWOLE",2006
"Laticauda","schistorhyncha","GUNTHER",1874
"Laticauda","semifasciata","REINWARDT",1837
"Laudakia","agrorensis","STOLICZKA",1872
"Laudakia","dayana","STOLICZKA",1871
"Laudakia","melanura","BLYTH",1854
"Laudakia","nupta","DE FILIPPI",1843
"Laudakia","nuristanica","ANDERSON & LEVITON",1969
"Laudakia","pakistanica","BAIG",1989
"Laudakia","papenfussi","ZHAO",1998
"Laudakia","sacra","SMITH",1935
"Laudakia","tuberculata","GRAY",1827
"Laudakia","wui","ZHAO",1998
"Leiocephalus","barahonensis","SCHMIDT",1921
"Leiocephalus","carinatus","GRAY",1827
"Leiocephalus","cubensis","GRAY",1840
"Leiocephalus","cuneus","ETHERIDGE",1964
"Leiocephalus","endomychus","SCHWARTZ",1967
"Leiocephalus","eremitus","COPE",1868
"Leiocephalus","etheridgei","PREGILL",1981
"Leiocephalus","greenwayi","BARBOUR & SHREVE",1935
"Leiocephalus","herminieri","DUMERIL & BIBRON",1837
"Leiocephalus","inaguae","COCHRAN",1931
"Leiocephalus","jamaicensis","ETHERIDGE",1966
"Leiocephalus","loxogrammus","COPE",1887
"Leiocephalus","lunatus","COCHRAN",1934
"Leiocephalus","macropus","COPE",1863
"Leiocephalus","melanochlorus","COPE",1863
"Leiocephalus","onaneyi","GARRIDO",1973
"Leiocephalus","partitus","PREGILL",1981
"Leiocephalus","personatus","COPE",1863
"Leiocephalus","pratensis","COCHRAN",1928
"Leiocephalus","psammodromus","BARBOUR",1920
"Leiocephalus","punctatus","COCHRAN",1931
"Leiocephalus","raviceps","COPE",1863
"Leiocephalus","rhutidira","SCHWARTZ",1979
"Leiocephalus","schreibersii","GRAVENHORST",1838
"Leiocephalus","semilineatus","DUNN",1920
"Leiocephalus","sixtoi","KOHLER BOBADILLA & HEDGES",2016
"Leiocephalus","stictigaster","SCHWARTZ",1959
"Leiocephalus","varius","GARMAN",1887
"Leiocephalus","vinculum","COCHRAN",1928
"Leioheterodon","geayi","MOCQUARD",1905
"Leioheterodon","madagascariensis","DUMERIL BIBRON & DUMERIL",1854
"Leioheterodon","modestus","GUNTHER",1863
"Leiolepis","belliana","HARDWICKE & GRAY",1827
"Leiolepis","boehmei","DAREVSKY & KUPRIYANOVA",1993
"Leiolepis","guentherpetersi","DAREVSKY & KUPRIYANOVA",1993
"Leiolepis","guttata","CUVIER",1829
"Leiolepis","ngovantrii","GRISMER & GRISMER",2010
"Leiolepis","peguensis","PETERS",1971
"Leiolepis","reevesii","GRAY",1831
"Leiolepis","rubritaeniata","MERTENS",1961
"Leiolepis","triploida","PETERS",1971
"Leiolopisma","alazon","ZUG",1985
"Leiolopisma","ceciliae","ARNOLD & BOUR",2008
"Leiolopisma","fasciolare","GIRARD",1858
"Leiolopisma","mauritiana","GUNTHER",1877
"Leiolopisma","telfairii","DESJARDIN",1831
"Leiosaurus","bellii","DUMERIL & BIBRON",1837
"Leiosaurus","catamarcensis","KOSLOWSKY",1898
"Leiosaurus","jaguaris","LASPIUR ACOSTA & ABDALA",2007
"Leiosaurus","paronae","PERACCA",1897
"Lepidoblepharis","buchwaldi","WERNER",1910
"Lepidoblepharis","colombianus","MECHLER",1968
"Lepidoblepharis","conolepis","AVILA-PIRES",2001
"Lepidoblepharis","duolepis","AYALA & CASTRO",1983
"Lepidoblepharis","emberawoundule","BATISTA PONCE VESELY MEBERT HERTZ KOHLER CARRIZO & LOTZKAT",2015
"Lepidoblepharis","festae","PERACCA",1897
"Lepidoblepharis","grandis","MIYATA",1985
"Lepidoblepharis","heyerorum","VANZOLINI",1978
"Lepidoblepharis","hoogmoedi","AVILA-PIRES",1995
"Lepidoblepharis","intermedius","BOULENGER",1914
"Lepidoblepharis","microlepis","NOBLE",1923
"Lepidoblepharis","miyatai","LAMAR",1985
"Lepidoblepharis","montecanoensis","MARKEZICH & TAPHORN",1994
"Lepidoblepharis","nukak","CALDERON-ESPINOSA & MEDINA-RANGEL",2016
"Lepidoblepharis","peraccae","BOULENGER",1908
"Lepidoblepharis","rufigularis","BATISTA PONCE VESELY MEBERT HERTZ KOHLER CARRIZO & LOTZKAT",2015
"Lepidoblepharis","ruthveni","PARKER",1926
"Lepidoblepharis","sanctaemartae","RUTHVEN",1916
"Lepidoblepharis","victormartinezi","BATISTA PONCE VESELY MEBERT HERTZ KOHLER CARRIZO & LOTZKAT",2015
"Lepidoblepharis","williamsi","AYALA & SERNA",1986
"Lepidoblepharis","xanthostigma","NOBLE",1916
"Lepidodactylus","aignanus","KRAUS",2019
"Lepidodactylus","aureolineatus","TAYLOR",1915
"Lepidodactylus","balioburius","OTA & CROMBIE",1989
"Lepidodactylus","browni","PERNETTA & BLACK",1983
"Lepidodactylus","buleli","INEICH",2008
"Lepidodactylus","christiani","TAYLOR",1917
"Lepidodactylus","dialeukos","KRAUS",2019
"Lepidodactylus","euaensis","GIBBONS & BROWN",1988
"Lepidodactylus","flaviocularis","BROWN MCCOY & RODDA",1992
"Lepidodactylus","gardineri","BOULENGER",1897
"Lepidodactylus","guppyi","BOULENGER",1884
"Lepidodactylus","herrei","TAYLOR",1923
"Lepidodactylus","intermedius","DAREVSKY",1964
"Lepidodactylus","kwasnickae","KRAUS",2019
"Lepidodactylus","labialis","PETERS",1867
"Lepidodactylus","listeri","BOULENGER",1889
"Lepidodactylus","lombocensis","MERTENS",1929
"Lepidodactylus","lugubris","DUMERIL & BIBRON",1836
"Lepidodactylus","magnus","BROWN & PARKER",1977
"Lepidodactylus","manni","SCHMIDT",1923
"Lepidodactylus","mitchelli","KRAUS",2019
"Lepidodactylus","moestus","PETERS",1867
"Lepidodactylus","mutahi","BROWN & PARKER",1977
"Lepidodactylus","novaeguineae","BROWN & PARKER",1977
"Lepidodactylus","oligoporus","BUDEN",2007
"Lepidodactylus","oortii","KOPSTEIN",1926
"Lepidodactylus","orientalis","BROWN & PARKER",1977
"Lepidodactylus","pantai","STUBBS KARIN ARIFIN ISKANDAR ARIDA REILLY BLOCH KUSNADI & MCGUIRE",2017
"Lepidodactylus","paurolepis","OTA FISHER INEICH & CASE",1995
"Lepidodactylus","planicaudus","STEJNEGER",1905
"Lepidodactylus","pulcher","BOULENGER",1885
"Lepidodactylus","pumilus","BOULENGER",1885
"Lepidodactylus","ranauensis","OTA & HIKIDA",1988
"Lepidodactylus","shebae","BROWN & TANNER",1949
"Lepidodactylus","tepukapili","ZUG WATLING ALEFAIO ALEFAIO & LUDESCHER",2003
"Lepidodactylus","vanuatuensis","OTA FISHER INEICH CASE RADTKEY & ZUG",1998
"Lepidodactylus","woodfordi","BOULENGER",1887
"Lepidodactylus","yami","OTA",1987
"Lepidodactylus","zweifeli","KRAUS",2019
"Lepidophyma","chicoasensis","ALVAREZ & VALENTIN",1988
"Lepidophyma","cuicateca","CANSECO-MARQUEZ GUTIIEREZ-MAYEN & MENDOZA-HERNANDEZ",2008
"Lepidophyma","dontomasi","SMITH",1942
"Lepidophyma","flavimaculatum","DUMERIL",1851
"Lepidophyma","gaigeae","MOSAUER",1936
"Lepidophyma","inagoi","PALACIOS-AGUILAR SANTOS-BIBIANO & FLORES-VILLELA",2018
"Lepidophyma","lineri","SMITH",1973
"Lepidophyma","lipetzi","SMITH & DEL TORO",1977
"Lepidophyma","lowei","BEZY & CAMARILLO",1997
"Lepidophyma","mayae","BEZY",1973
"Lepidophyma","micropholis","WALKER",1955
"Lepidophyma","occulor","SMITH",1942
"Lepidophyma","pajapanensis","WERLER",1957
"Lepidophyma","radula","SMITH",1942
"Lepidophyma","reticulatum","TAYLOR",1955
"Lepidophyma","smithii","BOCOURT",1876
"Lepidophyma","sylvaticum","TAYLOR",1939
"Lepidophyma","tarascae","BEZY WEBB & ALVAREZ",1982
"Lepidophyma","tuxtlae","WERLER & SHANNON",1957
"Lepidophyma","zongolica","GARCIA-VAZQUEZ CANSECO-MARQUEZ & AGUILAR-LOPEZ",2010
"Leposoma","annectans","RUIBAL",1952
"Leposoma","baturitensis","RODRIGUES & BORGES",1997
"Leposoma","nanodactylus","RODRIGUES",1997
"Leposoma","puk","RODRIGUES DIXO PAVAN & VERDADE",2002
"Leposoma","scincoides","SPIX",1825
"Leposoma","sinepollex","RODRIGUES TEXEIRA RECODER DAL VECHIO DAMASCENO & MACHADO-PELLEGRINO",2013
"Leposternon","bagual","RIBEIRO SANTOS JR & ZAHER",2015
"Leposternon","cerradensis","RIBEIRO VAZ-SILVA & SANTOS JR",2008
"Leposternon","infraorbitale","BERTHOLD",1859
"Leposternon","kisteumacheri","PORTO SOARES & CARAMASCHI",2000
"Leposternon","maximus","RIBEIRO NOGUEIRA CINTRA DA SILVA & ZAHER",2011
"Leposternon","microcephalum","WAGLER",1824
"Leposternon","mineiro","RIBEIRO LIMA-SILVEIRA & SANTOS JR",2018
"Leposternon","octostegum","DUMERIL",1851
"Leposternon","polystegum","DUMERIL",1851
"Leposternon","scutigerum","HEMPRICH",1820
"Leposternon","wuchereri","PETERS",1879
"Leptodeira","annulata","LINNAEUS",1758
"Leptodeira","bakeri","RUTHVEN",1936
"Leptodeira","frenata","COPE",1886
"Leptodeira","maculata","HALLOWELL",1861
"Leptodeira","nigrofasciata","GUNTHER",1868
"Leptodeira","polysticta","GUNTHER",1895
"Leptodeira","punctata","PETERS",1866
"Leptodeira","rhombifera","GUNTHER",1872
"Leptodeira","rubricata","COPE",1893
"Leptodeira","septentrionalis","KENNICOTT",1859
"Leptodeira","splendida","GUNTHER",1895
"Leptodeira","uribei","BAUTISTA & SMITH",1992
"Leptodrymus","pulcherrimus","COPE",1874
"Leptophis","ahaetulla","LINNAEUS",1758
"Leptophis","coeruleodorsus","OLIVER",1942
"Leptophis","cupreus","COPE",1868
"Leptophis","depressirostris","COPE",1861
"Leptophis","diplotropis","GUNTHER",1872
"Leptophis","haileyi","MURPHY CHARLES LEHTINEN & KOELLER",2013
"Leptophis","mexicanus","DUMERIL BIBRON & DUMERIL",1854
"Leptophis","modestus","GUNTHER",1872
"Leptophis","nebulosus","OLIVER",1942
"Leptophis","riveti","DESPAX",1910
"Leptophis","stimsoni","HARDING",1995
"Leptoseps","osellai","BOHME",1981
"Leptoseps","poilani","BOURRET",1937
"Leptosiaphos","aloysiisabaudiae","PERACCA",1907
"Leptosiaphos","amieti","PERRET",1973
"Leptosiaphos","blochmanni","TORNIER",1903
"Leptosiaphos","dewittei","LOVERIDGE",1934
"Leptosiaphos","dungeri","TRAPE",2012
"Leptosiaphos","fuhni","PERRET",1973
"Leptosiaphos","graueri","STERNFELD",1912
"Leptosiaphos","hackarsi","DE WITTE",1941
"Leptosiaphos","hylophilus","LAURENT",1982
"Leptosiaphos","ianthinoxantha","BOHME",1975
"Leptosiaphos","kilimensis","STEJNEGER",1891
"Leptosiaphos","koutoui","INEICH SCHMITZ CHIRIO & LEBRETON",2004
"Leptosiaphos","luberoensis","DE WITTE",1933
"Leptosiaphos","meleagris","BOULENGER",1907
"Leptosiaphos","pauliani","ANGEL",1940
"Leptosiaphos","rhodurus","LAURENT",1951
"Leptosiaphos","rhomboidalis","BROADLEY",1989
"Leptosiaphos","vigintiserierum","SJOSTEDT",1897
"Leptotyphlops","aethiopicus","BROADLEY & WALLACH",2007
"Leptotyphlops","conjunctus","JAN",1861
"Leptotyphlops","distanti","BOULENGER",1892
"Leptotyphlops","emini","BOULENGER",1890
"Leptotyphlops","howelli","BROADLEY & WALLACH",2007
"Leptotyphlops","incognitus","BROADLEY & WATSON",1976
"Leptotyphlops","jacobseni","BROADLEY & BROADLEY",1999
"Leptotyphlops","kafubi","BOULENGER",1919
"Leptotyphlops","keniensis","BROADLEY & WALLACH",2007
"Leptotyphlops","latirostris","STERNFELD",1912
"Leptotyphlops","macrops","BROADLEY & WALLACH",1996
"Leptotyphlops","mbanjensis","BROADLEY & WALLACH",2007
"Leptotyphlops","merkeri","WERNER",1909
"Leptotyphlops","nigricans","SCHLEGEL",1839
"Leptotyphlops","nigroterminus","BROADLEY & WALLACH",2007
"Leptotyphlops","pembae","LOVERIDGE",1941
"Leptotyphlops","pitmani","BROADLEY & WALLACH",2007
"Leptotyphlops","pungwensis","BROADLEY & WALLACH",1997
"Leptotyphlops","scutifrons","PETERS",1854
"Leptotyphlops","sylvicolus","BROADLEY & WALLACH",1997
"Leptotyphlops","telloi","BROADLEY & WATSON",1976
"Lerista","aericeps","STORR",1986
"Lerista","alia","AMEY COUPER & WORTHINGTON-WILMER",2019
"Lerista","allanae","LONGMAN",1937
"Lerista","allochira","KENDRICK",1989
"Lerista","ameles","GREER",1979
"Lerista","amicorum","SMITH & ADAMS",2007
"Lerista","anyara","AMEY COUPER & WORTHINGTON-WILMER",2019
"Lerista","apoda","STORR",1976
"Lerista","arenicola","STORR",1971
"Lerista","axillaris","STORR",1991
"Lerista","baynesi","STORR",1971
"Lerista","bipes","FISCHER",1882
"Lerista","borealis","STORR",1971
"Lerista","bougainvillii","GRAY",1839
"Lerista","bunglebungle","STORR",1991
"Lerista","carpentariae","GREER",1983
"Lerista","chalybura","STORR",1985
"Lerista","chordae","AMEY KUTT & HUTCHINSON",2005
"Lerista","christinae","STORR",1979
"Lerista","cinerea","GREER MCDONALD & LAWRIE",1983
"Lerista","clara","SMITH & ADAMS",2007
"Lerista","colliveri","COUPER & INGRAM",1992
"Lerista","connivens","STORR",1971
"Lerista","desertorum","STERNFELD",1919
"Lerista","distinguenda","WERNER",1910
"Lerista","dorsalis","STORR",1985
"Lerista","edwardsae","STORR",1982
"Lerista","elegans","GRAY",1845
"Lerista","elongata","STORR",1990
"Lerista","emmotti","INGRAM COUPER & DONNELLAN",1993
"Lerista","eupoda","SMITH",1996
"Lerista","flammicauda","STORR",1985
"Lerista","fragilis","GUNTHER",1876
"Lerista","frosti","ZIETZ",1920
"Lerista","gascoynensis","STORR",1986
"Lerista","gerrardii","GRAY",1864
"Lerista","greeri","STORR",1982
"Lerista","griffini","STORR",1982
"Lerista","haroldi","STORR",1983
"Lerista","hobsoni","COUPER AMEY & WORTHINGTON-WILMER",2016
"Lerista","humphriesi","STORR",1971
"Lerista","ingrami","STORR",1991
"Lerista","ips","STORR",1980
"Lerista","jacksoni","SMITH & ADAMS",2007
"Lerista","kalumburu","STORR",1976
"Lerista","karlschmidti","MARX & HOSMER",1959
"Lerista","kendricki","STORR",1991
"Lerista","kennedyensis","KENDRICK",1989
"Lerista","kingi","SMITH & ADAMS",2007
"Lerista","labialis","STORR",1971
"Lerista","lineata","BELL",1833
"Lerista","lineopunctulata","DUMERIL & BIBRON",1839
"Lerista","macropisthopus","WERNER",1903
"Lerista","maculosa","STORR",1991
"Lerista","micra","SMITH & ADAMS",2007
"Lerista","microtis","GRAY",1845
"Lerista","miopus","GUNTHER",1867
"Lerista","muelleri","FISCHER",1881
"Lerista","neander","STORR",1971
"Lerista","nevinae","SMITH & ADAMS",2007
"Lerista","nichollsi","LOVERIDGE",1933
"Lerista","occulta","SMITH & ADAMS",2007
"Lerista","onsloviana","STORR",1984
"Lerista","orientalis","DE VIS",1889
"Lerista","parameles","AMEY COUPER & WORTHINGTON-WILMER",2019
"Lerista","petersoni","STORR",1976
"Lerista","picturata","FRY",1914
"Lerista","planiventralis","LUCAS & FROST",1902
"Lerista","praefrontalis","GREER",1986
"Lerista","praepedita","BOULENGER",1887
"Lerista","punctatovittata","GUNTHER",1867
"Lerista","puncticauda","STORR",1991
"Lerista","quadrivincula","SHEA",1991
"Lerista","robusta","STORR",1990
"Lerista","rochfordensis","AMEY & COUPER",2009
"Lerista","rolfei","SMITH & ADAMS",2007
"Lerista","separanda","STORR",1976
"Lerista","simillima","STORR",1984
"Lerista","speciosa","STORR",1990
"Lerista","stictopleura","STORR",1985
"Lerista","storri","GREER MCDONALD & LAWRIE",1983
"Lerista","stylis","MITCHELL",1955
"Lerista","taeniata","STORR",1986
"Lerista","talpina","STORR",1991
"Lerista","terdigitata","PARKER",1926
"Lerista","timida","DE VIS",1888
"Lerista","tridactyla","STORR",1990
"Lerista","uniduo","STORR",1984
"Lerista","vanderduysi","COUPER AMEY & WORTHINGTON-WILMER",2016
"Lerista","varia","STORR",1986
"Lerista","verhmens","SMITH & ADAMS",2007
"Lerista","vermicularis","STORR",1982
"Lerista","viduata","STORR",1991
"Lerista","vittata","GREER MCDONALD & LAWRIE",1983
"Lerista","walkeri","BOULENGER",1891
"Lerista","wilkinsi","PARKER",1926
"Lerista","xanthura","STORR",1976
"Lerista","yuna","STORR",1991
"Lerista","zonulata","STORR",1991
"Letheobia","acutirostrata","ANDERSSON",1916
"Letheobia","akagerae","DEHLING HINKEL ENSIKAT BABILON & FISCHER",2018
"Letheobia","angeli","GUIBE",1952
"Letheobia","caeca","DUMERIL",1856
"Letheobia","coecatus","JAN",1864
"Letheobia","crossii","BOULENGER",1893
"Letheobia","debilis","JOGER",1990
"Letheobia","decorosus","BUCHHOLZ & PETERS",1875
"Letheobia","episcopus","FRANZEN & WALLACH",2002
"Letheobia","erythraea","SCORTECCI",1929
"Letheobia","feae","BOULENGER",1906
"Letheobia","gracilis","STERNFELD",1910
"Letheobia","graueri","STERNFELD",1912
"Letheobia","jubana","BROADLEY & WALLACH",2007
"Letheobia","kibarae","DE WITTE",1953
"Letheobia","largeni","BROADLEY & WALLACH",2007
"Letheobia","leucosticta","BOULENGER",1898
"Letheobia","logonensis","TRAPE",2019
"Letheobia","lumbriciformis","PETERS",1874
"Letheobia","manni","LOVERIDGE",1941
"Letheobia","mbeerensis","MALONZA BAUER & NGWAVA",2016
"Letheobia","newtoni","BOCAGE",1890
"Letheobia","pallida","COPE",1868
"Letheobia","pauwelsi","WALLACH",2005
"Letheobia","pembana","BROADLEY & WALLACH",2007
"Letheobia","praeocularis","STEJNEGER",1894
"Letheobia","rufescens","CHABANAUD",1916
"Letheobia","simoni","BOETTGER",1879
"Letheobia","somalica","BOULENGER",1895
"Letheobia","stejnegeri","LOVERIDGE",1931
"Letheobia","sudanensis","SCHMIDT",1923
"Letheobia","swahilica","BROADLEY & WALLACH",2007
"Letheobia","toritensis","BROADLEY & WALLACH",2007
"Letheobia","uluguruensis","BARBOUR & LOVERIDGE",1928
"Letheobia","weidholzi","WALLACH & GEMEL",2018
"Letheobia","wittei","ROUX-ESTEVE",1974
"Letheobia","zenkeri","STERNFELD",1908
"Lialis","burtonis","GRAY",1835
"Lialis","jicari","BOULENGER",1903
"Liasis","fuscus","PETERS",1873
"Liasis","mackloti","DUMERIL & BIBRON",1844
"Liasis","olivaceus","GRAY",1842
"Liasis","papuanus","PETERS & DORIA",1878
"Liburnascincus","artemis","HOSKIN & COUPER",2015
"Liburnascincus","coensis","MITCHELL",1953
"Liburnascincus","mundivensis","BROOM",1898
"Liburnascincus","scirtetis","INGRAM & COVACEVICH",1980
"Lichanura","orcutti","STEJNEGER",1889
"Lichanura","trivirgata","COPE",1861
"Limaformosa","capensis","SMITH",1847
"Limaformosa","chanleri","STEJNEGER",1893
"Limaformosa","crossi","BOULENGER",1895
"Limaformosa","guirali","MOCQUARD",1887
"Limaformosa","savorgnani","MOCQUARD",1887
"Limaformosa","vernayi","BOGERT",1940
"Limnophis","bangweolicus","MERTENS",1936
"Limnophis","bicolor","GUNTHER",1865
"Liodytes","alleni","GARMAN",1874
"Liodytes","pygaea","COPE",1871
"Liodytes","rigida","SAY",1825
"Lioheterophis","iheringi","AMARAL",1935
"Liolaemus","abaucan","ETHERIDGE",1993
"Liolaemus","abdalai","QUINTEROS",2012
"Liolaemus","absconditus","VEGA QUINTEROS STELLATELLI BELLAGAMBA BLOCK & MADRID",2018
"Liolaemus","acostai","ABDALA & JUAREZ-HEREDIA",2013
"Liolaemus","albiceps","LOBO & LAURENT",1995
"Liolaemus","alticolor","BARBOUR",1909
"Liolaemus","andinus","KOSLOWSKY",1895
"Liolaemus","annectens","BOULENGER",1901
"Liolaemus","anomalus","KOSLOWSKY",1896
"Liolaemus","antonietae","TRONCOSO-PALACIOS ESQUERRE URRA DIAZ CASTRO-PASTENE & RUIZ",2018
"Liolaemus","antumalguen","AVILA MORANDO PEREZ & SITES",2010
"Liolaemus","aparicioi","OCAMPO AGUILAR-KIRIGIN & QUINTEROS",2012
"Liolaemus","arambarensis","VERRASTRO VERONESE BUJES & MARTINS DIAS FILHO",2003
"Liolaemus","araucaniensis","MULLER & HELLMICH",1932
"Liolaemus","archeforus","DONOSO-BARROS & CEI",1971
"Liolaemus","atacamensis","MULLER & HELLMICH",1933
"Liolaemus","audituvelatus","NUNEZ & YANEZ",1983
"Liolaemus","aureum","DIAZ-VEGA MALDONADO & DEMANGEL",2018
"Liolaemus","austromendocinus","CEI",1974
"Liolaemus","avilai","BREITMAN PARRA PEREZ & SITES",2011
